0.217 -0.334 -27.444 -24.474197387695312 -19.56144142150879 761 1528872235.076
0.308 -0.348 -27.41 -27.82316017150879 -20.62091827392578 763 1528872235.126
0.226 -0.312 -27.404 -29.55006217956543 -20.797908782958984 762 1528872235.192
0.098 -0.298 -27.508 -30.309925079345703 -20.5482120513916 762 1528872235.257
-0.046 -0.28 -27.459 -30.429115295410156 -20.570959091186523 759 1528872235.321
-0.213 -0.294 -27.46 -28.593658447265625 -21.924232482910156 760 1528872235.388
-0.405 -0.223 -27.458 -24.832237243652344 -21.381559371948242 760 1528872235.463
-0.464 -0.191 -27.473 -18.69624900817871 -20.410953521728516 759 1528872235.519
-0.366 -0.194 -27.464 -12.74832534790039 -18.94734001159668 760 1528872235.584
-0.259 -0.158 -27.476 -9.82690143585205 -17.06812286376953 760 1528872235.649
-0.248 -0.085 -27.46 -7.468188762664795 -14.957087516784668 759 1528872235.736
-0.201 -0.07 -27.472 -4.471299648284912 -12.868106842041016 760 1528872235.795
-0.204 -0.091 -27.516 -1.797155499458313 -11.817140579223633 762 1528872235.859
-0.198 -0.159 -27.565 -2.1750688552856445 -12.285191535949707 760 1528872235.942
-0.205 -0.246 -27.57 -1.1333433389663696 -11.930118560791016 760 1528872236.005
-0.171 -0.261 -27.569 -0.5368099212646484 -13.56696891784668 759 1528872236.068
-0.183 -0.244 -27.611 1.365051031112671 -14.141901016235352 757 1528872236.126
-0.203 -0.288 -27.629 2.321138858795166 -15.379552841186523 755 1528872236.196
-0.127 -0.289 -27.653 1.7626243829727173 -17.499256134033203 752 1528872236.249
-0.123 -0.287 -27.693 2.1093242168426514 -21.07489776611328 751 1528872236.307
-0.171 -0.198 -27.708 2.615490436553955 -23.15006446838379 750 1528872236.368
-0.248 -0.086 -27.776 3.1315624713897705 -23.067106246948242 748 1528872236.433
-0.292 0.079 -27.784 4.0054216384887695 -21.45982551574707 747 1528872236.498
-0.29 0.189 -27.785 6.785208225250244 -19.053417205810547 745 1528872236.564
-0.146 0.158 -27.794 8.691420555114746 -15.510787963867188 744 1528872236.635
-0.067 0.088 -27.817 8.155109405517578 -12.277599334716797 744 1528872236.695
0.007 -0.021 -27.781 6.18611478805542 -11.267693519592285 744 1528872236.76
0.018 -0.062 -27.759 3.772209405899048 -10.922430038452148 744 1528872236.839
-0.043 -0.115 -27.785 1.6191521883010864 -11.30976676940918 745 1528872236.89
-0.148 -0.168 -27.747 1.2256852388381958 -12.560879707336426 745 1528872236.956
-0.207 -0.187 -27.741 2.114410400390625 -14.62696647644043 749 1528872237.022
-0.262 -0.259 -27.756 3.7906877994537354 -17.18386459350586 751 1528872237.092
-0.342 -0.281 -27.723 4.305342197418213 -20.183767318725586 750 1528872237.168
-0.373 -0.179 -27.721 6.749128341674805 -23.259658813476562 751 1528872237.228
-0.353 -0.036 -27.739 8.804832458496094 -24.38796615600586 750 1528872237.294
-0.434 -0.002 -27.734 11.216314315795898 -24.36178970336914 750 1528872237.349
-0.468 0.011 -27.748 13.814803123474121 -24.102758407592773 748 1528872237.415
-0.397 0.062 -27.709 18.283544540405273 -24.51287841796875 748 1528872237.486
-0.205 0.106 -27.766 19.70693016052246 -24.073335647583008 749 1528872237.544
-0.053 0.123 -27.734 17.960681915283203 -23.482656478881836 749 1528872237.611
-0.078 0.137 -27.651 17.674591064453125 -23.48636817932129 752 1528872237.674
-0.108 0.204 -27.609 16.574260711669922 -22.78493881225586 753 1528872237.756
-0.1 0.29 -27.559 15.671738624572754 -19.76378631591797 754 1528872237.816
-0.144 0.384 -27.553 16.08871841430664 -17.313461303710938 757 1528872237.877
-0.182 0.546 -27.525 15.380804061889648 -13.510176658630371 753 1528872237.945
-0.248 0.606 -27.544 14.575396537780762 -7.981362819671631 752 1528872238.001
-0.3 0.631 -27.544 13.822281837463379 -2.421231746673584 751 1528872238.076
-0.303 0.504 -27.584 15.042156219482422 2.7167534828186035 749 1528872238.151
-0.245 0.411 -27.558 13.978508949279785 5.094232559204102 747 1528872238.215
-0.108 0.368 -27.616 14.164029121398926 6.340458393096924 744 1528872238.275
-0.129 0.36 -27.655 12.369566917419434 8.756903648376465 744 1528872238.353
-0.079 0.317 -27.636 9.47314739227295 9.374361038208008 745 1528872238.411
-0.144 0.273 -27.628 6.925647735595703 9.661026000976562 746 1528872238.465
-0.253 0.138 -27.709 4.941402912139893 9.51329231262207 746 1528872238.524
