0.045 0.197 0.134 -0.5365418195724487 -1.6232563257217407 0 1528872228.691
0.045 0.19 0.134 -0.26787781715393066 0.600307822227478 0 1528872228.757
0.05 0.181 0.133 0.5709106922149658 1.3636595010757446 0 1528872228.829
0.058 0.173 0.133 0.5054615139961243 1.5896408557891846 0 1528872228.895
0.055 0.17 0.131 0.01625175029039383 1.057425618171692 0 1528872228.958
0.051 0.166 0.131 -0.6838852167129517 1.0491617918014526 0 1528872229.023
0.056 0.155 0.131 -0.1733049601316452 1.6223766803741455 0 1528872229.088
0.057 0.154 0.131 -0.057715240865945816 1.0208730697631836 0 1528872229.154
0.055 0.122 0.144 -0.5628688335418701 1.3441537618637085 0 1528872229.222
0.071 0.109 0.138 -0.8870846629142761 1.718294620513916 0 1528872229.285
0.073 0.082 0.149 0.34520769119262695 1.6848118305206299 0 1528872229.35
0.082 0.077 0.155 -0.6424567699432373 0.9434922337532043 0 1528872229.417
0.091 0.065 0.153 -0.5915113091468811 1.1535344123840332 0 1528872229.486
0.099 0.05 0.148 -0.0640689954161644 1.3464717864990234 0 1528872229.551
0.109 0.036 0.152 -0.2734907269477844 1.3007971048355103 0 1528872229.616
0.116 0.03 0.135 -0.6048738360404968 1.2257434129714966 0 1528872229.686
0.1 0.016 0.152 -0.6817982792854309 0.0702195093035698 0 1528872229.746
0.091 0.004 0.148 -1.4673233032226562 -0.11072012782096863 0 1528872229.812
0.086 -0.011 0.142 -1.0977951288223267 0.9572305679321289 0 1528872229.879
0.068 -0.056 0.126 -1.5596163272857666 1.107437014579773 0 1528872229.943
0.074 -0.046 0.14 -0.8220109939575195 0.1409975290298462 0 1528872230.009
0.093 -0.064 0.117 -0.4817432761192322 0.22917571663856506 0 1528872230.075
0.096 -0.08 0.106 -0.8307687640190125 -0.6089814901351929 0 1528872230.144
0.106 -0.095 0.101 -1.1457339525222778 -0.3245248794555664 0 1528872230.242
0.116 -0.1 0.126 -1.408101201057434 0.0679512768983841 0 1528872230.275
0.127 -0.095 0.126 -1.079842209815979 -0.2923851013183594 0 1528872230.34
0.118 -0.1 0.133 -1.6920791864395142 -0.08611080795526505 0 1528872230.406
0.128 -0.11 0.147 -1.5590672492980957 0.1936495453119278 0 1528872230.47
0.13 -0.111 0.145 -1.413148283958435 -0.2327774614095688 0 1528872230.537
0.13 -0.112 0.221 -0.257955402135849 -1.377790927886963 0 1528872230.601
0.127 -0.108 0.286 -0.008540970273315907 -0.47791457176208496 0 1528872230.667
0.087 -0.117 0.307 -1.739446997642517 1.4049214124679565 0 1528872230.733
0.076 -0.124 0.195 -0.15277720987796783 0.1115453764796257 0 1528872230.805
0.102 -0.131 0.221 -1.8614609241485596 -0.9570773243904114 0 1528872230.868
0.106 -0.14 0.21 -2.239741086959839 -1.2844300270080566 0 1528872230.937
0.117 -0.213 0.278 -0.9720004200935364 1.068878412246704 0 1528872230.999
0.119 -0.186 0.252 -0.2772836685180664 0.6934653520584106 0 1528872231.066
0.13 -0.259 0.322 0.4247615933418274 -0.8481029868125916 0 1528872231.129
0.123 -0.017 0.537 -2.5860679149627686 -1.8879826068878174 0 1528872231.194
-0.029 0.093 0.957 -0.8396144509315491 -0.3900142014026642 0 1528872231.261
0.15 -0.168 1.099 -0.2283363938331604 -7.978538990020752 0 1528872231.326
0.665 -0.685 1.12 -5.217668533325195 -12.54738998413086 0 1528872231.396
0.485 -1.256 0.995 -6.897958278656006 -18.485042572021484 0 1528872231.461
-0.803 -0.94 0.603 -0.04411666467785835 -14.7831449508667 0 1528872231.526
-2.002 -0.071 0.323 11.195600509643555 -2.8729381561279297 0 1528872231.595
-2.916 0.013 -0.007 35.3883056640625 1.4377686977386475 0 1528872231.657
-3.071 -0.155 -0.27 81.11762237548828 6.132718563079834 0 1528872231.765
-2.602 -0.375 -0.321 119.92301177978516 8.069169998168945 0 1528872231.788
-1.724 -0.26 -0.357 145.14083862304688 11.99907112121582 0 1528872231.856
-0.991 -0.085 -0.357 158.61976623535156 11.358741760253906 0 1528872231.918
-0.694 0.25 -0.432 165.53330993652344 17.13144874572754 0 1528872231.99
-0.228 -0.025 -27.512 170.95713806152344 20.52255630493164 0 1528872232.055
0.643 0.043 -27.623 165.011474609375 25.469139099121094 284 1528872232.12
1.798 0.747 -27.733 131.79751586914062 41.98471450805664 330 1528872232.186
2.331 0.728 -27.711 93.74715423583984 58.537811279296875 382 1528872232.251
2.314 0.183 -27.664 62.34127426147461 58.11783981323242 442 1528872232.316
1.921 -0.187 -27.64 42.141029357910156 54.99955368041992 502 1528872232.382
1.464 -0.521 -27.602 31.76495933532715 45.46583938598633 562 1528872232.447
1.18 -0.7 -27.562 23.04105567932129 38.75592803955078 621 1528872232.511
1.025 -0.714 -27.52 14.58302116394043 33.10218048095703 682 1528872232.576
0.987 -0.796 -27.585 8.701566696166992 30.281625747680664 729 1528872232.643
1.028 -0.826 -27.563 -1.183924674987793 28.191997528076172 768 1528872232.71
1.167 -0.759 -27.583 -11.499485969543457 26.182884216308594 794 1528872232.776
1.231 -0.701 -27.618 -22.731611251831055 23.37396812438965 811 1528872232.838
1.173 -0.652 -27.662 -34.6667366027832 22.250425338745117 817 1528872232.904
1.102 -0.608 -27.706 -45.421485900878906 20.358579635620117 816 1528872232.969
1.047 -0.637 -27.731 -55.16456985473633 18.715383529663086 810 1528872233.035
0.894 -0.756 -27.744 -63.50381088256836 15.719050407409668 800 1528872233.1
0.738 -0.838 -27.744 -67.95622253417969 11.673171043395996 784 1528872233.165
0.539 -0.796 -27.737 -70.66180419921875 7.495954513549805 770 1528872233.232
0.382 -0.778 -27.743 -71.07746887207031 3.6728134155273438 758 1528872233.296
0.217 -0.717 -27.659 -72.21734619140625 0.6997959613800049 746 1528872233.361
0.112 -0.669 -27.626 -68.3868637084961 -1.6094989776611328 742 1528872233.428
0.005 -0.643 -27.596 -62.84221267700195 -4.115537166595459 738 1528872233.491
-0.078 -0.548 -27.535 -55.72673034667969 -5.874786376953125 738 1528872233.559
-0.074 -0.453 -27.518 -50.22819519042969 -5.7426438331604 740 1528872233.623
-0.041 -0.377 -27.5 -45.57238006591797 -4.679991245269775 741 1528872233.689
-0.013 -0.334 -27.442 -42.086647033691406 -3.2428455352783203 744 1528872233.755
-0.063 -0.361 -27.465 -37.94430160522461 -3.7723348140716553 748 1528872233.819
0.029 -0.412 -27.414 -35.01470947265625 -4.502435207366943 754 1528872233.884
0.119 -0.533 -27.43 -33.55906295776367 -5.294841289520264 757 1528872233.95
0.186 -0.564 -27.392 -33.058815002441406 -7.651076793670654 759 1528872234.017
0.166 -0.599 -27.378 -31.515687942504883 -10.154826164245605 759 1528872234.081
0.155 -0.585 -27.379 -30.82832908630371 -12.460466384887695 762 1528872234.145
0.208 -0.493 -27.346 -30.476043701171875 -13.553329467773438 761 1528872234.211
0.272 -0.444 -27.334 -31.111661911010742 -15.015088081359863 759 1528872234.279
0.242 -0.445 -27.331 -32.04958724975586 -16.73647117614746 758 1528872234.343
0.203 -0.451 -27.314 -32.23741149902344 -18.89086151123047 758 1528872234.407
0.136 -0.412 -27.305 -31.082550048828125 -20.302303314208984 756 1528872234.473
0.103 -0.312 -27.31 -29.776527404785156 -19.283361434936523 757 1528872234.538
0.039 -0.352 -27.286 -27.203460693359375 -19.144784927368164 757 1528872234.604
-0.005 -0.347 -27.273 -23.988821029663086 -18.883819580078125 757 1528872234.675
0.008 -0.363 -27.297 -22.583410263061523 -19.725549697875977 756 1528872234.734
0.085 -0.35 -27.312 -20.306962966918945 -21.016660690307617 759 1528872234.808
0.153 -0.272 -27.372 -19.708412170410156 -21.304819107055664 762 1528872234.886
0.211 -0.237 -27.352 -20.969158172607422 -20.07075309753418 759 1528872234.929
0.256 -0.265 -27.425 -22.73912811279297 -19.732851028442383 759 1528872234.995
